,Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,DewPointcl,Trange,SatT
886,1,2009-07-15,85.0,65.0,75.0,1.0,62.0,67.0,0.0,10.0,0429,1926,BR,0.0,0.0,0.68,29.18,29.9,10.0,24,12.4,0,20.0,13.0
888,1,2009-07-16,80.0,64.0,72.0,-2.0,56.0,62.0,0.0,7.0,0430,1925, ,0.0,0.0,0.1,29.17,29.89,9.9,28,10.8,0,16.0,16.0
890,1,2009-07-17,70.0,57.0,64.0,-10.0,51.0,56.0,1.0,0.0,0431,1925, ,0.0,0.0,0.0,29.15,29.87,10.6,30,10.8,0,13.0,13.0
892,1,2009-07-18,72.0,57.0,65.0,-9.0,52.0,57.0,0.0,0.0,0432,1924, ,0.0,0.0,0.0,29.31,30.01,8.1,31,8.2,0,15.0,13.0
894,1,2009-07-19,71.0,57.0,64.0,-10.0,52.0,58.0,1.0,0.0,0433,1923, ,0.0,0.0,0.0,29.39,30.11,1.3,36,4.0,0,14.0,12.0
896,1,2009-07-20,76.0,55.0,66.0,-8.0,55.0,60.0,0.0,1.0,0433,1923, ,0.0,0.0,0.0,29.36,30.09,5.1,9,5.5,0,21.0,11.0
898,1,2009-07-21,80.0,58.0,69.0,-5.0,57.0,62.0,0.0,4.0,0434,1922,RA DZ,0.0,0.0,0.04,29.28,30.01,3.1,13,5.8,0,22.0,12.0
900,1,2009-07-22,78.0,63.0,71.0,-3.0,61.0,64.0,0.0,6.0,0435,1921,BR HZ,0.0,0.0,0.1,29.23,29.95,3.5,3,5.0,0,15.0,10.0
902,1,2009-07-23,82.0,62.0,72.0,-2.0,58.0,63.0,0.0,7.0,0436,1920,TS BR HZ,0.0,0.0,0.0,29.21,29.93,2.6,32,5.0,0,20.0,14.0
904,1,2009-07-24,83.0,61.0,72.0,-2.0,59.0,64.0,0.0,7.0,0437,1919,TSRA RA,0.0,0.0,0.14,29.08,29.83,8.9,23,9.8,0,22.0,13.0
906,1,2009-07-25,81.0,66.0,74.0,0.0,58.0,64.0,0.0,9.0,0438,1918, ,0.0,0.0,0.0,29.02,29.73,10.6,28,11.1,0,15.0,16.0
908,1,2009-07-26,82.0,63.0,73.0,-1.0,58.0,64.0,0.0,8.0,0439,1918,RA,0.0,0.0,0.1,29.13,29.82,8.0,29,8.6,0,19.0,15.0
910,1,2009-07-27,84.0,64.0,74.0,0.0,61.0,66.0,0.0,9.0,0440,1917,RA,0.0,0.0,0.02,29.13,29.86,9.3,23,10.1,0,20.0,13.0
912,1,2009-07-28,84.0,66.0,75.0,1.0,60.0,66.0,0.0,10.0,0441,1916,RA,0.0,0.0,0.01,29.08,29.78,6.4,28,8.0,0,18.0,15.0
914,1,2009-07-29,81.0,62.0,72.0,-2.0,51.0,59.0,0.0,7.0,0442,1915, ,0.0,0.0,0.0,29.13,29.84,4.2,35,7.1,0,19.0,21.0
916,1,2009-07-30,79.0,59.0,69.0,-5.0,57.0,62.0,0.0,4.0,0443,1914, ,0.0,0.0,0.1,29.15,29.85,4.4,23,5.5,0,20.0,12.0
918,1,2009-07-31,81.0,58.0,70.0,-4.0,54.0,61.0,0.0,5.0,0444,1913, ,0.0,0.0,0.0,29.23,29.94,6.2,26,7.3,0,23.0,16.0
920,1,2009-08-01,75.0,61.0,68.0,-5.0,59.0,62.0,0.0,3.0,0445,1911,RA,0.0,0.0,0.1,29.18,29.91,11.6,22,11.4,0,14.0,9.0
922,1,2009-08-02,78.0,57.0,68.0,-5.0,51.0,59.0,0.0,3.0,0446,1910, ,0.0,0.0,0.0,29.2,29.93,6.8,25,9.6,0,21.0,17.0
924,1,2009-08-03,84.0,67.0,76.0,3.0,60.0,66.0,0.0,11.0,0447,1909, ,0.0,0.0,0.07,29.1,29.82,12.2,21,12.4,0,17.0,16.0
926,1,2009-08-04,85.0,67.0,76.0,3.0,61.0,67.0,0.0,11.0,0448,1908,BR,0.0,0.0,0.0,29.17,29.87,2.5,2,5.8,0,18.0,15.0
928,1,2009-08-05,79.0,61.0,70.0,-3.0,54.0,61.0,0.0,5.0,0449,1907, ,0.0,0.0,0.0,29.34,30.05,2.9,6,4.2,0,18.0,16.0
930,1,2009-08-06,82.0,60.0,71.0,-2.0,51.0,60.0,0.0,6.0,0450,1906, ,0.0,0.0,0.0,29.39,30.09,1.4,6,5.4,0,22.0,20.0
932,1,2009-08-07,74.0,64.0,69.0,-4.0,59.0,63.0,0.0,4.0,0451,1904,RA BR,0.0,0.0,0.33,29.36,30.09,7.3,15,7.8,0,10.0,10.0
934,1,2009-08-08,89.0,68.0,79.0,6.0,70.0,73.0,0.0,14.0,0452,1903,RA BR,0.0,0.0,0.02,29.2,29.92,12.9,21,13.6,1,21.0,9.0
936,1,2009-08-09,91.0,77.0,84.0,11.0,71.0,74.0,0.0,19.0,0453,1902, ,0.0,0.0,0.18,29.23,29.94,11.6,23,12.9,1,14.0,13.0
938,1,2009-08-10,85.0,70.0,78.0,5.0,65.0,69.0,0.0,13.0,0454,1900, ,0.0,0.0,0.0,29.24,29.95,6.9,26,7.2,1,15.0,13.0
940,1,2009-08-11,82.0,62.0,72.0,-1.0,61.0,66.0,0.0,7.0,0455,1859, ,0.0,0.0,0.0,29.3,30.0,6.3,2,8.0,0,20.0,11.0
942,1,2009-08-12,83.0,60.0,72.0,-1.0,55.0,62.0,0.0,7.0,0456,1858, ,0.0,0.0,0.0,29.39,30.09,3.7,4,5.9,0,23.0,17.0
944,1,2009-08-13,86.0,60.0,73.0,0.0,55.0,63.0,0.0,8.0,0457,1856, ,0.0,0.0,0.0,29.38,30.1,1.5,14,3.8,0,26.0,18.0
946,1,2009-08-14,88.0,63.0,76.0,4.0,59.0,66.0,0.0,11.0,0458,1855, ,0.0,0.0,0.0,29.38,30.1,5.4,21,5.7,0,25.0,17.0
948,1,2009-08-15,89.0,67.0,78.0,6.0,61.0,67.0,0.0,13.0,0459,1854, ,0.0,0.0,0.0,29.32,30.04,8.7,19,8.9,0,22.0,17.0
950,1,2009-08-16,88.0,70.0,79.0,7.0,67.0,70.0,0.0,14.0,0500,1852,TSRA,0.0,0.0,0.63,29.27,29.99,9.5,20,10.2,1,18.0,12.0
952,1,2009-08-17,83.0,70.0,77.0,5.0,68.0,70.0,0.0,12.0,0501,1851,TSRA RA BR,0.0,0.0,0.33,29.28,30.0,4.6,22,5.8,1,13.0,9.0
954,1,2009-08-18,83.0,65.0,74.0,2.0,59.0,65.0,0.0,9.0,0502,1849, ,0.0,0.0,0.0,29.28,29.99,7.5,27,8.1,0,18.0,15.0
956,1,2009-08-19,83.0,59.0,71.0,0.0,60.0,65.0,0.0,6.0,0503,1848,RA,0.0,0.0,0.35,29.08,29.83,5.7,16,8.7,0,24.0,11.0
958,1,2009-08-20,78.0,64.0,71.0,0.0,61.0,65.0,0.0,6.0,0504,1846,RA,0.0,0.0,0.07,28.93,29.66,12.1,23,12.5,0,14.0,10.0
960,1,2009-08-21,73.0,59.0,66.0,-5.0,58.0,61.0,0.0,1.0,0505,1845,RA,0.0,0.0,0.16,29.07,29.75,7.7,27,10.7,0,14.0,8.0
962,1,2009-08-22,68.0,57.0,63.0,-8.0,52.0,56.0,2.0,0.0,0506,1843, ,0.0,0.0,0.0,29.31,30.0,7.8,1,9.4,0,11.0,11.0
964,1,2009-08-23,74.0,56.0,65.0,-6.0,53.0,58.0,0.0,0.0,0508,1842, ,0.0,0.0,0.0,29.38,30.09,2.7,2,6.4,0,18.0,12.0
966,1,2009-08-24,79.0,54.0,67.0,-4.0,56.0,61.0,0.0,2.0,0509,1840, ,0.0,0.0,0.0,29.41,30.13,3.8,21,5.1,0,25.0,11.0
968,1,2009-08-25,83.0,59.0,71.0,1.0,61.0,65.0,0.0,6.0,0510,1839, ,0.0,0.0,0.0,29.33,30.05,9.1,21,9.2,0,24.0,10.0
970,1,2009-08-26,73.0,62.0,68.0,-2.0,62.0,64.0,0.0,3.0,0511,1837,RA BR,0.0,0.0,0.93,29.36,30.08,5.2,2,7.8,0,11.0,6.0
972,1,2009-08-27,67.0,61.0,64.0,-6.0,60.0,61.0,1.0,0.0,0512,1835,RA BR,0.0,0.0,0.95,29.36,30.08,9.1,7,9.7,0,6.0,4.0
974,1,2009-08-28,68.0,60.0,64.0,-6.0,61.0,62.0,1.0,0.0,0513,1834,RA BR,0.0,0.0,0.22,29.18,29.93,3.4,2,5.7,0,8.0,3.0
976,1,2009-08-29,69.0,56.0,63.0,-7.0,51.0,56.0,2.0,0.0,0514,1832,RA DZ BR,0.0,0.0,0.02,29.18,29.89,11.4,31,11.8,0,13.0,12.0
978,1,2009-08-30,66.0,51.0,59.0,-11.0,47.0,52.0,6.0,0.0,0515,1831, ,0.0,0.0,0.0,29.44,30.14,8.2,1,9.3,0,15.0,12.0
980,1,2009-08-31,68.0,49.0,59.0,-10.0,44.0,52.0,6.0,0.0,0516,1829, ,0.0,0.0,0.0,29.55,30.27,4.8,3,6.0,0,19.0,15.0
982,1,2009-09-01,72.0,47.0,60.0,-8.0,47.0,53.0,5.0,0.0,0517,1827, ,0.0,0.0,0.0,29.57,30.31,3.3,4,3.4,0,25.0,13.0
984,1,2009-09-02,73.0,50.0,62.0,-6.0,50.0,56.0,3.0,0.0,0518,1826, ,0.0,0.0,0.0,29.51,30.25,4.1,6,5.1,0,23.0,12.0
986,1,2009-09-03,75.0,56.0,66.0,-2.0,54.0,59.0,0.0,1.0,0519,1824, ,0.0,0.0,0.0,29.42,30.16,4.7,5,6.0,0,19.0,12.0
988,1,2009-09-04,75.0,54.0,65.0,-3.0,54.0,59.0,0.0,0.0,0520,1822,BR,0.0,0.0,0.0,29.44,30.15,3.6,4,4.1,0,21.0,11.0
990,1,2009-09-05,78.0,54.0,66.0,-1.0,57.0,61.0,0.0,1.0,0521,1821,BR HZ,0.0,0.0,0.0,29.49,30.21,4.3,4,5.3,0,24.0,9.0
992,1,2009-09-06,77.0,61.0,69.0,2.0,59.0,63.0,0.0,4.0,0522,1819,RA BR HZ,0.0,0.0,0.03,29.47,30.19,4.2,5,5.3,0,16.0,10.0
994,1,2009-09-07,77.0,59.0,68.0,1.0,59.0,62.0,0.0,3.0,0523,1817,BR,0.0,0.0,0.0,29.39,,5.8,3,4.0,0,18.0,9.0
996,1,2009-09-08,78.0,60.0,69.0,3.0,60.0,63.0,0.0,4.0,0524,1815, ,0.0,0.0,0.0,29.36,30.07,6.6,3,7.3,0,18.0,9.0
998,1,2009-09-09,78.0,65.0,72.0,6.0,63.0,65.0,0.0,7.0,0525,1814,BR HZ,0.0,0.0,0.0,29.42,30.14,6.1,6,6.9,0,13.0,9.0
1000,1,2009-09-10,81.0,64.0,73.0,7.0,62.0,65.0,0.0,8.0,0526,1812,BR HZ,0.0,0.0,0.0,29.48,30.2,6.0,6,6.8,0,17.0,11.0
1002,1,2009-09-11,80.0,61.0,71.0,6.0,59.0,63.0,0.0,6.0,0527,1810,BR,0.0,0.0,0.0,29.44,30.17,5.1,7,5.6,0,19.0,12.0
1004,1,2009-09-12,79.0,58.0,69.0,4.0,60.0,63.0,0.0,4.0,0528,1809,FG+ BR,0.0,0.0,0.0,29.41,30.14,3.7,3,4.8,0,21.0,9.0
1006,1,2009-09-13,80.0,58.0,69.0,4.0,54.0,60.0,0.0,4.0,0529,1807,FG+ MIFG BR,0.0,0.0,0.0,29.39,30.12,1.5,7,3.0,0,22.0,15.0
1008,1,2009-09-14,84.0,58.0,71.0,7.0,55.0,61.0,0.0,6.0,0530,1805, ,0.0,0.0,0.0,29.34,30.07,0.1,33,2.1,0,26.0,16.0
1010,1,2009-09-15,82.0,64.0,73.0,9.0,59.0,63.0,0.0,8.0,0531,1803, ,0.0,0.0,0.0,29.36,30.07,6.2,2,7.8,0,18.0,14.0
1012,1,2009-09-16,71.0,59.0,65.0,1.0,54.0,59.0,0.0,0.0,0532,1760, ,0.0,0.0,0.0,29.49,30.2,11.0,5,11.4,0,12.0,11.0
1014,1,2009-09-17,72.0,50.0,61.0,-3.0,52.0,56.0,4.0,0.0,0533,1758, ,0.0,0.0,0.0,29.45,30.18,3.4,5,4.2,0,22.0,9.0
1016,1,2009-09-18,79.0,50.0,65.0,1.0,55.0,59.0,0.0,0.0,0535,1756,BR,0.0,0.0,0.0,29.46,30.18,5.1,2,6.4,0,29.0,10.0
1018,1,2009-09-19,76.0,55.0,66.0,3.0,55.0,59.0,0.0,1.0,0536,1755, ,0.0,0.0,0.0,29.48,30.21,3.2,10,5.9,0,21.0,11.0
1020,1,2009-09-20,73.0,54.0,64.0,2.0,56.0,60.0,1.0,0.0,0537,1753,RA DZ BR,0.0,0.0,0.75,29.28,30.04,6.4,7,7.9,0,19.0,8.0
1022,1,2009-09-21,67.0,60.0,64.0,2.0,59.0,61.0,1.0,0.0,0538,1751,DZ BR HZ,0.0,0.0,0.1,29.26,29.98,3.5,23,4.6,0,7.0,5.0
1024,1,2009-09-22,77.0,59.0,68.0,6.0,65.0,67.0,0.0,3.0,0539,1749,BR HZ,0.0,0.0,0.0,29.28,29.98,5.2,17,7.7,1,18.0,3.0
1026,1,2009-09-23,76.0,62.0,69.0,8.0,62.0,64.0,0.0,4.0,0540,1748,BR,0.0,0.0,0.0,29.42,30.12,0.6,32,4.0,0,14.0,7.0
1028,1,2009-09-24,73.0,64.0,69.0,8.0,63.0,65.0,0.0,4.0,0541,1746,BR,0.0,0.0,0.0,29.44,30.16,4.3,6,4.7,0,9.0,6.0
1030,1,2009-09-25,70.0,60.0,65.0,4.0,57.0,60.0,0.0,0.0,0542,1744,RA DZ BR,0.0,0.0,0.16,29.39,30.12,5.4,11,7.3,0,10.0,8.0
1032,1,2009-09-26,69.0,55.0,62.0,2.0,56.0,59.0,3.0,0.0,0543,1742,BR,0.0,0.0,0.0,29.15,29.91,4.0,27,4.6,0,14.0,6.0
1034,1,2009-09-27,74.0,50.0,62.0,2.0,53.0,57.0,3.0,0.0,0544,1741,TSRA RA FG BR,0.0,0.0,0.08,28.84,29.59,8.2,22,10.2,0,24.0,9.0
1036,1,2009-09-28,62.0,49.0,56.0,-3.0,42.0,49.0,9.0,0.0,0545,1739,RA,0.0,0.0,0.01,28.91,29.61,20.3,29,20.7,0,13.0,14.0
1038,1,2009-09-29,60.0,48.0,54.0,-5.0,42.0,48.0,11.0,0.0,0546,1737, ,0.0,0.0,0.0,29.28,29.96,9.0,33,10.3,0,12.0,12.0
1040,1,2009-09-30,62.0,47.0,55.0,-4.0,40.0,47.0,10.0,0.0,0547,1735, ,0.0,0.0,0.0,29.39,30.11,5.7,3,6.8,0,15.0,15.0
1042,1,2009-10-01,59.0,41.0,50.0,-8.0,46.0,49.0,15.0,0.0,0548,1734,RA BR,0.0,0.0,0.89,29.13,29.9,9.1,13,9.5,0,18.0,4.0
1044,1,2009-10-02,56.0,47.0,52.0,-6.0,46.0,48.0,13.0,0.0,0549,1732,RA BR,0.0,0.0,0.21,28.8,29.55,10.5,21,12.0,0,9.0,6.0
1046,1,2009-10-03,57.0,47.0,52.0,-5.0,47.0,49.0,13.0,0.0,0550,1730,RA DZ BR,0.0,0.0,0.11,29.02,29.7,6.9,26,7.4,0,10.0,5.0
1048,1,2009-10-04,60.0,45.0,53.0,-4.0,43.0,47.0,12.0,0.0,0552,1729, ,0.0,0.0,0.1,29.28,29.98,9.0,28,9.2,0,15.0,10.0
1050,1,2009-10-05,62.0,43.0,53.0,-4.0,42.0,47.0,12.0,0.0,0553,1727, ,0.0,0.0,0.0,29.29,30.03,1.8,8,5.4,0,19.0,11.0
1052,1,2009-10-06,61.0,49.0,55.0,-1.0,47.0,51.0,10.0,0.0,0554,1725,RA DZ BR,0.0,0.0,0.03,28.9,29.65,8.8,24,14.9,0,12.0,8.0
1054,1,2009-10-07,60.0,45.0,53.0,-3.0,39.0,46.0,12.0,0.0,0555,1724, ,0.0,0.0,0.0,29.24,29.95,9.2,26,10.8,0,15.0,14.0
1056,1,2009-10-08,53.0,45.0,49.0,-7.0,46.0,48.0,16.0,0.0,0556,1722,RA DZ BR,0.0,0.0,0.12,29.18,29.92,3.3,21,4.8,0,8.0,3.0
1058,1,2009-10-09,52.0,39.0,46.0,-9.0,43.0,45.0,19.0,0.0,0557,1720,RA BR,0.0,0.0,0.46,29.21,29.93,9.4,34,10.0,0,13.0,3.0
1060,1,2009-10-10,48.0,31.0,40.0,-15.0,30.0,35.0,25.0,0.0,0558,1719, ,0.0,0.0,0.0,29.49,30.21,7.4,28,7.7,0,17.0,10.0
1062,1,2009-10-11,44.0,29.0,37.0,-17.0,22.0,32.0,28.0,0.0,0559,1717, ,0.0,0.0,0.0,29.6,30.35,1.5,33,5.0,0,15.0,15.0
1064,1,2009-10-12,48.0,41.0,45.0,-9.0,36.0,41.0,20.0,0.0,0600,1715,RA DZ BR,0.0,0.0,0.02,29.44,30.18,0.6,19,3.8,0,7.0,9.0
1066,1,2009-10-13,47.0,34.0,41.0,-12.0,32.0,38.0,24.0,0.0,0602,1714, ,0.0,0.0,0.0,29.6,30.35,8.5,1,10.0,0,13.0,9.0
1068,1,2009-10-14,48.0,42.0,45.0,-8.0,36.0,41.0,20.0,0.0,0603,1712,RA DZ BR,0.0,0.0,0.03,29.4,30.17,11.0,9,11.5,0,6.0,9.0
1070,1,2009-10-15,44.0,41.0,43.0,-10.0,38.0,40.0,22.0,0.0,0604,1711,RA DZ BR,0.0,0.0,0.29,29.26,30.0,8.2,6,9.1,0,3.0,5.0
1072,1,2009-10-16,45.0,39.0,42.0,-10.0,36.0,39.0,23.0,0.0,0605,1709,RA,0.0,0.1,0.04,29.41,30.13,8.2,35,8.2,0,6.0,6.0
1074,1,2009-10-17,52.0,36.0,44.0,-8.0,33.0,39.0,21.0,0.0,0606,1707,DZ,0.0,0.0,0.1,29.57,30.3,8.0,34,8.2,0,16.0,11.0
1076,1,2009-10-18,53.0,31.0,42.0,-9.0,33.0,39.0,23.0,0.0,0607,1706, ,0.0,0.0,0.0,29.49,30.25,6.1,21,6.9,0,22.0,9.0
1078,1,2009-10-19,65.0,44.0,55.0,4.0,41.0,47.0,10.0,0.0,0608,1704, ,0.0,0.0,0.0,29.25,30.0,11.4,21,11.5,0,21.0,14.0
1080,1,2009-10-20,62.0,48.0,55.0,5.0,48.0,52.0,10.0,0.0,0610,1703,RA,0.0,0.0,0.03,29.31,30.03,4.0,19,5.3,0,14.0,7.0
1082,1,2009-10-21,69.0,55.0,62.0,12.0,52.0,56.0,3.0,0.0,0611,1701,RA,0.0,0.0,0.1,29.25,29.99,11.4,21,11.5,0,14.0,10.0
1084,1,2009-10-22,58.0,48.0,53.0,3.0,48.0,50.0,12.0,0.0,0612,1660,RA BR,0.0,0.0,1.03,29.18,29.94,8.4,5,13.0,0,10.0,5.0
1086,1,2009-10-23,61.0,42.0,52.0,3.0,49.0,50.0,13.0,0.0,0613,1658,RA DZ BR,0.0,0.0,0.89,28.73,29.48,6.2,18,16.2,0,19.0,3.0
1088,1,2009-10-24,50.0,38.0,44.0,-5.0,37.0,40.0,21.0,0.0,0614,1657,RA DZ BR,0.0,0.0,0.04,29.03,29.73,8.3,26,8.9,0,12.0,7.0
1090,1,2009-10-25,62.0,44.0,53.0,5.0,45.0,49.0,12.0,0.0,0616,1656,RA BR,0.0,0.0,0.27,29.26,29.96,5.5,19,6.9,0,18.0,8.0
1092,1,2009-10-26,55.0,49.0,52.0,4.0,48.0,49.0,13.0,0.0,0617,1654,RA BR,0.0,0.0,0.11,29.28,30.02,4.9,21,7.5,0,6.0,4.0
1094,1,2009-10-27,51.0,45.0,48.0,0.0,45.0,47.0,17.0,0.0,0618,1653,RA BR,0.0,0.0,0.06,29.19,29.94,4.4,5,6.5,0,6.0,3.0
1096,1,2009-10-28,57.0,50.0,54.0,7.0,49.0,51.0,11.0,0.0,0619,1651,BR HZ,0.0,0.0,0.0,29.28,29.99,3.1,14,4.3,0,7.0,5.0
1098,1,2009-10-29,60.0,47.0,54.0,7.0,50.0,52.0,11.0,0.0,0620,1650,RA BR HZ,0.0,0.0,0.6,29.21,29.98,12.5,14,12.7,0,13.0,4.0
1100,1,2009-10-30,67.0,46.0,57.0,11.0,53.0,56.0,8.0,0.0,0622,1649,RA DZ BR,0.0,0.0,0.81,28.79,29.55,15.6,20,17.4,0,21.0,4.0
1102,1,2009-10-31,46.0,35.0,41.0,-5.0,31.0,38.0,24.0,0.0,0623,1647, ,0.0,0.0,0.1,29.18,29.86,11.1,26,11.5,0,11.0,10.0
1104,1,2010-05-01,70.0,58.0,64.0,11.0,53.0,58.0,1.0,0.0,0448,1849,RA BR,0.0,0.0,0.11,28.89,29.6,9.1,21,9.4,0,12.0,11.0
1106,1,2010-05-02,69.0,53.0,61.0,7.0,52.0,56.0,4.0,0.0,0447,1850,RA BR,0.0,0.0,0.93,28.9,29.61,4.4,25,6.1,0,16.0,9.0
1108,1,2010-05-03,72.0,50.0,61.0,7.0,45.0,53.0,4.0,0.0,0446,1851, ,0.0,0.0,0.0,29.07,29.77,8.8,25,9.4,0,22.0,16.0
1110,1,2010-05-04,79.0,50.0,65.0,11.0,44.0,54.0,0.0,0.0,0444,1852, ,0.0,0.0,0.0,29.05,29.77,13.9,21,14.2,0,29.0,21.0
1112,1,2010-05-05,72.0,56.0,64.0,9.0,37.0,51.0,1.0,0.0,0443,1853, ,0.0,0.0,0.1,29.08,29.77,10.2,27,12.8,0,16.0,27.0
1114,1,2010-05-06,63.0,46.0,55.0,0.0,39.0,46.0,10.0,0.0,0442,1855,TSRA,0.0,0.0,0.01,29.27,29.99,5.7,3,9.1,0,17.0,16.0
1116,1,2010-05-07,59.0,45.0,52.0,-3.0,46.0,48.0,13.0,0.0,0441,1856,TSRA RA BR,0.0,0.0,0.72,28.98,29.73,2.6,34,13.2,0,14.0,6.0
1118,1,2010-05-08,50.0,42.0,46.0,-10.0,35.0,41.0,19.0,0.0,0439,1857,RA,0.0,0.0,0.02,29.36,30.05,14.5,30,15.2,0,8.0,11.0
1120,1,2010-05-09,58.0,38.0,48.0,-8.0,29.0,40.0,17.0,0.0,0438,1858, ,0.0,0.0,0.0,29.59,30.31,2.5,35,6.4,0,20.0,19.0
1122,1,2010-05-10,58.0,41.0,50.0,-6.0,31.0,42.0,15.0,0.0,0437,1859,RA,0.0,0.0,0.1,29.47,30.24,13.5,11,14.2,0,17.0,19.0
1124,1,2010-05-11,52.0,44.0,48.0,-9.0,46.0,47.0,17.0,0.0,0436,1860,RA DZ BR,0.0,0.0,0.97,29.16,29.9,5.6,9,9.9,0,8.0,2.0
1126,1,2010-05-12,51.0,44.0,48.0,-9.0,45.0,46.0,17.0,0.0,0435,1901,TSRA RA FG BR,0.0,0.0,0.12,29.36,30.1,8.9,6,10.4,0,7.0,3.0
1128,1,2010-05-13,73.0,48.0,61.0,3.0,53.0,55.0,4.0,0.0,0434,1902,TSRA RA BR,0.0,0.0,1.49,29.23,29.93,4.8,25,12.3,0,25.0,8.0
1130,1,2010-05-14,66.0,47.0,57.0,-1.0,44.0,50.0,8.0,0.0,0433,1903, ,0.0,0.0,0.0,29.46,30.17,10.9,26,11.2,0,19.0,13.0
1132,1,2010-05-15,61.0,43.0,52.0,-6.0,42.0,48.0,13.0,0.0,0432,1904, ,0.0,0.0,0.0,29.53,30.26,4.1,4,5.8,0,18.0,10.0
1134,1,2010-05-16,66.0,41.0,54.0,-5.0,43.0,49.0,11.0,0.0,0431,1905, ,0.0,0.0,0.0,29.44,30.18,9.7,5,10.1,0,25.0,11.0
1136,1,2010-05-17,58.0,50.0,54.0,-5.0,42.0,48.0,11.0,0.0,0430,1906,RA,0.0,0.0,0.01,29.29,30.04,9.6,3,9.8,0,8.0,12.0
1138,1,2010-05-18,65.0,46.0,56.0,-4.0,40.0,48.0,9.0,0.0,0429,1907, ,0.0,0.0,0.0,29.26,29.99,9.1,3,9.8,0,19.0,16.0
1140,1,2010-05-19,74.0,44.0,59.0,-1.0,39.0,51.0,6.0,0.0,0428,1908, ,0.0,0.0,0.0,29.31,30.02,5.7,4,6.4,0,30.0,20.0
1142,1,2010-05-20,74.0,47.0,61.0,0.0,49.0,55.0,4.0,0.0,0427,1909,RA,0.0,0.0,0.05,29.29,30.02,6.8,13,7.8,0,27.0,12.0
1144,1,2010-05-21,73.0,56.0,65.0,4.0,58.0,60.0,0.0,0.0,0426,1910,RA DZ BR HZ,0.0,0.0,0.21,29.15,29.88,4.6,10,6.3,0,17.0,7.0
1146,1,2010-05-22,74.0,58.0,66.0,5.0,59.0,61.0,0.0,1.0,0425,1911,FG+ BR HZ,0.0,0.0,0.0,29.23,29.94,3.4,12,5.4,0,16.0,7.0
1148,1,2010-05-23,89.0,62.0,76.0,15.0,66.0,69.0,0.0,11.0,0425,1912, ,0.0,0.0,0.0,29.26,29.97,9.8,18,10.0,1,27.0,10.0
1150,1,2010-05-24,91.0,70.0,81.0,19.0,67.0,72.0,0.0,16.0,0424,1913, ,0.0,0.0,0.0,29.33,30.03,6.6,14,8.2,1,21.0,14.0
1152,1,2010-05-25,88.0,69.0,79.0,17.0,62.0,68.0,0.0,14.0,0423,1914, ,0.0,0.0,0.0,29.33,30.04,5.1,13,7.8,0,19.0,17.0
1154,1,2010-05-26,87.0,66.0,77.0,15.0,63.0,68.0,0.0,12.0,0422,1915, ,0.0,0.0,0.1,29.29,30.0,3.1,3,4.5,0,21.0,14.0
1156,1,2010-05-27,77.0,61.0,69.0,7.0,50.0,59.0,0.0,4.0,0422,1916, ,0.0,0.0,0.0,29.31,30.03,10.4,3,10.7,0,16.0,19.0
1158,1,2010-05-28,79.0,57.0,68.0,5.0,50.0,58.0,0.0,3.0,0421,1916, ,0.0,0.0,0.0,29.28,30.01,7.8,3,8.4,0,22.0,18.0
1160,1,2010-05-29,86.0,59.0,73.0,9.0,57.0,63.0,0.0,8.0,0421,1917, ,0.0,0.0,0.0,29.23,29.95,5.0,5,5.8,0,27.0,16.0
1162,1,2010-05-30,91.0,61.0,76.0,12.0,59.0,66.0,0.0,11.0,0420,1918, ,0.0,0.0,0.0,29.16,29.88,4.6,18,5.9,0,30.0,17.0
1164,1,2010-05-31,81.0,66.0,74.0,10.0,64.0,67.0,0.0,9.0,0420,1919,TSRA RA BR,0.0,0.0,0.26,29.15,29.86,0.6,24,4.7,0,15.0,10.0
1166,1,2010-06-01,85.0,63.0,74.0,10.0,62.0,67.0,0.0,9.0,0419,1920,BR HZ,0.0,0.0,0.0,29.1,29.84,5.1,19,6.0,0,22.0,12.0
1168,1,2010-06-02,77.0,57.0,67.0,3.0,61.0,64.0,0.0,2.0,0419,1920,TSRA RA BR,0.0,0.0,1.02,29.0,29.71,3.6,34,8.7,0,20.0,6.0
1170,1,2010-06-03,71.0,56.0,64.0,0.0,46.0,55.0,1.0,0.0,0418,1921, ,0.0,0.0,0.0,29.1,29.81,6.7,4,7.8,0,15.0,18.0
1172,1,2010-06-04,83.0,57.0,70.0,6.0,60.0,65.0,0.0,5.0,0418,1922, ,0.0,0.0,0.0,29.0,29.73,7.8,22,9.8,0,26.0,10.0
1174,1,2010-06-05,79.0,60.0,70.0,5.0,65.0,67.0,0.0,5.0,0417,1923,RA BR,0.0,0.0,0.15,28.95,29.66,5.0,23,7.8,1,19.0,5.0
1176,1,2010-06-06,76.0,55.0,66.0,0.0,55.0,59.0,0.0,1.0,0417,1923,RA,0.0,0.0,0.1,29.16,29.84,9.2,32,11.2,0,21.0,11.0
1178,1,2010-06-07,70.0,54.0,62.0,-4.0,49.0,55.0,3.0,0.0,0417,1924, ,0.0,0.0,0.0,29.34,30.05,6.4,8,6.9,0,16.0,13.0
